Hook ID,Category,Hook Template,Example URL,Notes
EDU_0188,EDUCATIONAL,This is everything I bought at (insert store) today to stay (insert adjective) at (insert age).,https://www.instagram.com/p/DDaqJN4P--I/,
EDU_0189,EDUCATIONAL,(insert verb) is expensive. Here is how to (insert noun) for (insert time frame) for only (insert $).,https://www.instagram.com/p/DGsWskqTaQj/,
EDU_0190,EDUCATIONAL,How to (insert verb) you (insert noun) from a (insert title).,https://www.instagram.com/p/C2zqnBULDa1/,
EDU_0191,EDUCATIONAL,How many (insert nouns) can you make with only (insert $).,https://www.instagram.com/p/DFbJ-1QPOc0/,
EDU_0192,EDUCATIONAL,I present a challenge (insert noun) (insert noun).,https://www.instagram.com/p/DGoS2GHSMy1/,
EDU_0193,EDUCATIONAL,This is every way to make (insert noun).,https://www.instagram.com/p/DIxgLtupDzP/,
EDU_0194,EDUCATIONAL,If I have to learn (insert noun) again here’s 5 tips of everything I would do in # seconds.,https://www.instagram.com/p/DEGMBBOo_XH/,
EDU_0195,EDUCATIONAL,(insert company/individual) if I (insert verb) (insert noun) for you this is what I would do.,https://www.instagram.com/p/DIfQ_5cvLv-/,
EDU_0196,EDUCATIONAL,This is what it would (insert adjective) like if (insert number) of (insert noun) were in one (insert noun).,https://www.instagram.com/p/DICZf5jBuNh/,
EDU_0197,EDUCATIONAL,This (insert adjective) (insert noun) gets (insert verb) by this (insert adjective) (insert noun).,https://www.instagram.com/p/DHXK02AS5gs/,
EDU_0198,EDUCATIONAL,In this video see if you can tell what’s real and what’s (inset noun).,https://www.instagram.com/p/DIeIvIfJVq1/,
EDU_0199,EDUCATIONAL,I have no idea why I have no (insert adjective/noun).,https://www.instagram.com/p/DE7egL7M38Z/,
EDU_0200,EDUCATIONAL,"I avoid all toxic (insert noun), here is how to clean up your (insert noun).",https://www.instagram.com/p/C-AvGm9M0UA/,
EDU_0201,EDUCATIONAL,Here are # of questions I ask before (insert verb).,https://www.instagram.com/p/DFnkbJcPxqc/,
EDU_0202,EDUCATIONAL,"Since (insert noun) from (insert prace/location) are basically (insert fact), you might as well learn how to make them from home.",https://www.instagram.com/p/DFGc51Ly8v3/,
EDU_0203,EDUCATIONAL,Every wonder how the same (insert noun) can result in drastically different (insert noun).,https://www.instagram.com/p/DDXkZs6vFMb/,
EDU_0204,EDUCATIONAL,Here’s what to look for when buying (insert noun) in (insert location).,https://www.instagram.com/p/DGgSRpFuIjD/,
EDU_0205,EDUCATIONAL,"If your (insert noun) look like this, and this pay attention.",https://www.instagram.com/p/DIaTxoIJvRL/,
EDU_0206,EDUCATIONAL,Today I am going to show you have to make the perfect (insert noun) because I went to (insert school) so you don’t have to.,https://www.instagram.com/p/DFMzB5sO4TF/,
EDU_0207,EDUCATIONAL,It took me # full hours to (insert verb) this (insert noun) and I originally allotted myself # minutes.,https://www.instagram.com/p/C_s9bBHxACz/,
EDU_0208,EDUCATIONAL,(Insert noun) (insert noun) (insert noun) where the 3 themes for this (insert noun). And you guys I delivered.,https://www.instagram.com/p/DFQmtK9x_w_/,
EDU_0209,EDUCATIONAL,Take your (insert noun) from this to this.,https://www.instagram.com/p/DHl84zXOnWK/,
EDU_0210,EDUCATIONAL,"I have to ask, girl, how do you (insert adjective) so good?",https://www.instagram.com/p/DEnNQCEv0S6/,
EDU_0211,EDUCATIONAL,"I got to (insert verb) for (insert noun) (insert time), but let me just (insert verb) for a bit.",https://www.instagram.com/p/DEgLL4XOMGi/,
EDU_0212,EDUCATIONAL,Give me 10 seconds and I will let you know what one suits you best.,https://www.instagram.com/p/DGsHot9xC6R/,
EDU_0213,EDUCATIONAL,Give me 10 seconds and I will let you know if you have a (insert noun) or a (insert noun).,https://www.instagram.com/p/DH-d8R2xUkT/,
EDU_0214,EDUCATIONAL,Anyone even notice how some people look naturally (insert adjective) without doing anything crazy.,https://www.instagram.com/p/DDKn9iXPSOS/,
EDU_0215,EDUCATIONAL,If you’ve ever secretly (insert action) and hope no one noticed this is for you.,https://www.instagram.com/p/DIUEhBYOica/,
EDU_0216,EDUCATIONAL,Today we are going to play did you know (insert noun) edition.,https://www.instagram.com/p/DDsm8Cny941/,
EDU_0217,EDUCATIONAL,If this is your first time being (insert adjective) I am (insert name) and I am trying to make it (insert adjective) to (insert verb) by using (insert noun).,https://www.instagram.com/p/DIFlyqrtHSg/,
EDU_0218,EDUCATIONAL,My (insert noun) never (insert pain point) no matter what I do.,https://www.instagram.com/p/DBeJWwWOtMw/,
EDU_0219,EDUCATIONAL,(insert noun) level 1.,https://www.instagram.com/p/DFvT9fMIoE6/,
EDU_0220,EDUCATIONAL,Here are # of ways to make (insert noun).,https://www.instagram.com/p/DGg2PpYpPsD/,
EDU_0221,EDUCATIONAL,Those little (insert nouns) are called (insert name) I am a (insert title) and I am going to show you how (insert result).,https://www.instagram.com/p/DGrS_7YRUo7/,
EDU_0222,EDUCATIONAL,You want to know why it takes (insert noun) to get (insert result) again.,https://www.instagram.com/p/DHLps0HiJ2L/,
EDU_0223,EDUCATIONAL,If your (insert noun) goes (insert result) when you (insert verb) while (insert noun) and (insert adjective) really (insert result) by now you know you have (insert noun) so why aren't you doing a (insert noun) routine.,https://www.instagram.com/p/DHGaZL2uwW0/,
EDU_0224,EDUCATIONAL,"If your (insert noun) is (insert adjective) like this, you are likely (insert diagnosis).",https://www.instagram.com/p/DAbxF7ZSHq0/,
EDU_0225,EDUCATIONAL,"Stop buying your (insert noun) like this, and start buying them like this.",https://www.instagram.com/p/DE5ONXRsxs3/,
EDU_0226,EDUCATIONAL,"Did you know this tip, it’s going to blow your mind.",https://www.instagram.com/p/DHRrPveSTcg/,
EDU_0227,EDUCATIONAL,If I (insert action) right now would you believe me if I told you (insert truth).,https://www.instagram.com/p/DCcIsddvdu-/,
EDU_0228,EDUCATIONAL,This is what (insert noun) looks like. I am a pro (insert title) and this is the proper way to (insert action).,https://www.instagram.com/p/DEnW3Mmvswc/,
EDU_0229,EDUCATIONAL,Does it actually matter what type of (insert noun) you use.,https://www.instagram.com/p/DHMtL1GSsy-/,
EDU_0230,EDUCATIONAL,You would need to (insert verb) (insert number) (insert noun) today to get the same (insert result) you grandparents obtained from just (insert verb) (insert number).,https://www.instagram.com/p/DC4dQVdPuUS/,
EDU_0231,EDUCATIONAL,Let’s (insert verb) our (insert noun).,https://www.instagram.com/p/DHvgHMqRVWI/,
EDU_0232,EDUCATIONAL,This is what you would (insert verb) for (insert person) if you weren't terrified to talk to them.,https://www.instagram.com/p/C8FTNDKualt/,
EDU_0233,EDUCATIONAL,When making (insert noun) the (insert noun) is just as important as the (insert noun).,https://www.instagram.com/p/DDz9y_yyCkz/,
EDU_0234,EDUCATIONAL,Today I am going to show you the # most common ways to order your (insert noun) at a (insert place/location).,https://www.instagram.com/p/DD9tTgdCq_N/,
EDU_0235,EDUCATIONAL,Guys this is so nerdy but it’s the coolest thing I have ever done with my (insert noun).,https://www.instagram.com/p/DFpcFScJxjW/,
EDU_0236,EDUCATIONAL,"(insert noun), (insert noun), (insert noun), makes a (insert noun).",https://www.instagram.com/p/DGB30hXBY7K/,
EDU_0237,EDUCATIONAL,"Here are # of (insert noun) from across the world, let’s break them down to their core components.",https://www.instagram.com/p/DG39EdnJxuK/,
EDU_0238,EDUCATIONAL,"There are way too many (insert noun) in the world that sort of all look that same, but are they?",https://www.instagram.com/p/DGojr4HBH4d/,
EDU_0239,EDUCATIONAL,"(insert noun), (insert noun), (insert noun), are the basic components of a (insert noun).",https://www.instagram.com/p/DFJYlNVIzSa/,
EDU_0240,EDUCATIONAL,Here's a little (insert noun) 101 for you.,https://www.instagram.com/p/DIloBsPuj-B/,
EDU_0241,EDUCATIONAL,These are the 3 most common mistakes I see when people are making (insert noun).,https://www.instagram.com/p/DF9FMnIJpNJ/,
EDU_0242,EDUCATIONAL,A quick guide to (insert verb) (insert noun) some basic and some unusual.,https://www.instagram.com/p/DCPkRMtodQd/,
EDU_0243,EDUCATIONAL,I see so many people using their (insert noun) just like this or maybe like this even when you (insert action). So let me show you the trick to perfectly (insert action).,https://www.instagram.com/p/DETUL1KR3U_/,
EDU_0244,EDUCATIONAL,Here’s how the form of (insert noun) you add into (insert noun) affects them.,https://www.instagram.com/p/DD-sH_PPLJ4/,
EDU_0245,EDUCATIONAL,"Why (insert action) like a normal person, when you can be a psycho instead.",https://www.instagram.com/p/DGRrGUKPoZb/,
EDU_0246,EDUCATIONAL,This is everything I got for free on my (insert event).,https://www.instagram.com/p/DGTqgBAxh3d/,
EDU_0247,EDUCATIONAL,(insert noun) is my second (insert noun) so here are # of (insert noun) that I used to do a lot and I recommend my students as well.,https://www.instagram.com/p/DFfX1XQTzfP/,
EDU_0248,EDUCATIONAL,If you gave me (insert time frame) to get a job as a (insert title) this is what I would do.,https://www.instagram.com/p/DHAewSpJVWu/,
EDU_0249,EDUCATIONAL,"Did you know if you have a (insert noun), (insert noun), (insert noun), (insert noun), (insert noun) then you can (insert dream result).",https://www.instagram.com/p/DGiv5Q0M1-Q/,
EDU_0250,EDUCATIONAL,If you're the person who told me this I could kiss you right now because it literally saved my life.,https://www.instagram.com/p/DIhOAUAPRMo/,
EDU_0251,EDUCATIONAL,I bought all the (insert noun) so you could find out which are the best in each category and which is not worth your money.,https://www.instagram.com/p/DFtu2nnyrTW/,
EDU_0252,EDUCATIONAL,Here’s how I get people the best (insert noun) on (insert noun).,https://www.instagram.com/p/DIhq7P8PguS/,
EDU_0253,EDUCATIONAL,Did you know that there are # types of (insert noun).,https://www.instagram.com/p/DIANQRkyYLb/,
EDU_0254,EDUCATIONAL,Here’s how you can guess an almost perfect number every single time.,https://www.instagram.com/p/DEDbAV7tpX5/,
EDU_0255,EDUCATIONAL,Here is how I make (insert noun) that lasts up to (insert time frame) and only costs (insert $).,https://www.instagram.com/p/DG_4uqYOrJ_/,
EDU_0256,EDUCATIONAL,"I teach (insert noun) to people like they are in kindergarten, and it's time for class.",https://www.instagram.com/p/C-k_-Yev6DU/,
EDU_0257,EDUCATIONAL,(insert noun) can be reversed so let’s talk about # things you can do to improve your (insert noun).,https://www.instagram.com/p/DG9UDAUShLs/,
EDU_0258,EDUCATIONAL,This is how much (insert noun) you would lose at the end of the day with a (insert metric) (insert noun).,https://www.instagram.com/p/DFFuLlcK9j4/,
EDU_0259,EDUCATIONAL,Did you know your (insert noun) are programmed to make your (insert result).,https://www.instagram.com/p/DGcvCDdvEZ2/,
EDU_0260,EDUCATIONAL,This might be the ultimate (insert person) hack.,https://www.instagram.com/p/DGYjc0dxhU-/,
EDU_0261,EDUCATIONAL,To (insert verb) the (insert metric) in this (insert noun) the average would have to (insert action) for (insert time frame).,https://www.instagram.com/p/DFTappzSSBa/,
EDU_0262,EDUCATIONAL,If you (insert verb) this (insert noun) this is the amount of (insert noun) your body would (insert result).,https://www.instagram.com/p/DFGDnHYg6hf/,
EDU_0263,EDUCATIONAL,The worst (insert noun) that you will regret buying for your (insert noun) is right here.,https://www.instagram.com/p/DGPLBgRtX_g/,
EDU_0264,EDUCATIONAL,(insert noun) how to (insert action) and still (insert dream result).,https://www.instagram.com/p/DIwSdSiIr2d/,
EDU_0265,EDUCATIONAL,"Use this, to pay for this.",https://www.instagram.com/p/ChGIhcPPogC/,
EDU_0266,EDUCATIONAL,I paid (insert $) to build this (insert noun) from scratch).,https://www.instagram.com/p/DFqGUjORxG4/,
EDU_0267,EDUCATIONAL,"If I told you, you would (insert result) form (insert action) you would probably believe me right? Well here’s the thing…",https://www.instagram.com/p/DDfdDshTsXK/,
EDU_0268,EDUCATIONAL,How to budget with a (insert $) salary using this special (insert name) technique.,https://www.instagram.com/p/DDU0jMMN-gr/,
EDU_0269,EDUCATIONAL,I spent (insert $) on new (insert noun) for my (insert noun).,https://www.instagram.com/p/DGN72MwpsAB/,
EDU_0270,EDUCATIONAL,Here’s a quick what to (insert result) (insert metric) of you (insert noun) legally.,https://www.instagram.com/p/DDmhkgqO1FN/,
EDU_0271,EDUCATIONAL,(insert adjective) won’t get this but hopefully you will.,https://www.instagram.com/p/DGOENqwSVC6/,
EDU_0272,EDUCATIONAL,This is the exact order in which you should be (insert verb) for all of your (insert noun).,https://www.instagram.com/p/DB4lAAPPbYZ/,
EDU_0273,EDUCATIONAL,Why is it we are all so stressed about (insert noun) but we also all have a (insert noun) in (insert location).,https://www.instagram.com/p/DFtSk25uUH_/,
EDU_0274,EDUCATIONAL,Today my kids (insert noun) is due. So let’s (insert action).,https://www.instagram.com/p/DEEFWvqttJd/,
EDU_0275,EDUCATIONAL,There are # things I like to do when I buy a new (insert noun).,https://www.instagram.com/p/DGMg-VPtL98/,
EDU_0276,EDUCATIONAL,Here are # of things you have been putting off around,https://www.instagram.com/p/DEd9agVJsuO/,
EDU_0277,EDUCATIONAL,Show me the method of the best way to (insert result).,https://www.instagram.com/p/DHxc_kEuDBo/,
EDU_0278,EDUCATIONAL,# things everyone needs to know how to fix in an (insert location).,https://www.instagram.com/p/DFbZEG2yJ1k/,
EDU_0279,EDUCATIONAL,Why does nobody talk about the cost of (insert action).,https://www.instagram.com/p/DIbM_TgS5se/,
EDU_0280,EDUCATIONAL,Top # ways not to (insert action) to the (insert person) you (insert noun).,https://www.instagram.com/p/DDqCq5hpH56/,
EDU_0281,EDUCATIONAL,Top # deadliest (insert noun) that can kill (insert living thing) in one (insert verb).,https://www.instagram.com/reel/CyB9bKLOoyp/?igsh=YWJ2cm11Znl4cGZs,
EDU_0282,EDUCATIONAL,So this is (insert weight) of (insert noun) if I (insert verb) that to a (insert noun) what is that equivalent to for humans.,https://www.instagram.com/reel/DFhtYRTynQA/?igsh=dHlkZ29zdXNmODM1,
EDU_0283,EDUCATIONAL,What is this? This is your (insert description of visual) and this is this #1 reason that (insert noun) die.,https://www.instagram.com/p/DDm0s8rsNV0/,
EDU_0284,EDUCATIONAL,The easiest way to keep you (insert noun) (insert adjective) is to pretend…,https://www.instagram.com/p/DDP6BaYxh8v/,
EDU_0285,EDUCATIONAL,If you're wanting to transfer your (insert noun) from this into (insert noun).,https://www.instagram.com/p/DEAzDZxS0EH/,
EDU_0286,EDUCATIONAL,Let’s see how many (insert noun) we can get out of this.,https://www.instagram.com/p/DGZSeEvvepa/,
EDU_0287,EDUCATIONAL,This was the most popular (insert noun) in all of (insert year).,https://www.instagram.com/p/DFT4wGoPISG/,
EDU_0288,EDUCATIONAL,Did you know that you could (insert verb) a year's worth of (insert noun) in (insert time frame).,https://www.instagram.com/p/DDQwKwgx4iX/,
EDU_0289,EDUCATIONAL,That is crazy.,https://www.instagram.com/reel/DEluu94R-dc/?igsh=ZHF4MXBod2pnODMx,
EDU_0290,EDUCATIONAL,Give me 60 seconds to show you how to (insert action) for the first time after (insert life event).,https://www.instagram.com/reel/DC8EmdBPqWT/?igsh=MTAyNTFobmFzenY1eg==,
EDU_0291,EDUCATIONAL,Want a (insert noun) that (insert dream result) even when you (insert action).,https://www.instagram.com/reel/DGMiUGoPLmU/?igsh=ZDR4czk2ZzNnMHYy,
EDU_0292,EDUCATIONAL,"Mom/Dad of # of kids, here is how I treat being a mom/dad as a job.",https://www.instagram.com/reel/Cx568_TA6DP/?igsh=aXhrb3phdmV6bDk3,
EDU_0293,EDUCATIONAL,# minutes ago (insert pain point) and had (insert pain,https://www.instagram.com/reel/DFp0aJjuEq,
EDU_0294,EDUCATIONAL,If you have a (insert noun) in your house and a (insert noun) I am going to show you guys the # of the best things we did to (insert dream outcome).,https://www.instagram.com/reel/DHe4tCOyyJP/?igsh=am9scXViZGtwcjBp,
EDU_0295,EDUCATIONAL,If I could suggest any tip to any (insert person) out these it would be this.,https://www.instagram.com/reel/DFBFcSLSgHL/?igsh=OXY0b2d2YjRlaTJt,
EDU_0296,EDUCATIONAL,If you want to do this in (insert year). If you want (insert dream result) you have 3 main options to make it happen. I am going to go over them right now.,https://www.instagram.com/reel/DEX6xCiPIqQ/?igsh=ZnR4cXQyeXdzeTl5,
EDU_0297,EDUCATIONAL,Your (insert noun) is to (insert adjective) and (insert adjective). Here are # of (insert noun) to (insert result).,https://www.instagram.com/reel/DEKxvNauJNa/?igsh=dGQzaW41MGVva3p5,
EDU_0298,EDUCATIONAL,If you (insert verb) and (insert action) and it doesn't (insert result) it’s time to (insert action).,https://www.instagram.com/reel/DDxwEtsyLDo/?igsh=MTA0cTFrN3gzbHU0eQ==,
EDU_0299,EDUCATIONAL,I just made over # of (insert noun) in under (insert time) and I will show you how I did it.,https://www.instagram.com/reel/DFhLiCCRCxz/?igsh=emhjdHVhdHFwM3lo,
EDU_0300,EDUCATIONAL,If you want to add (insert noun) to you (insert noun) in (insert year) and you don’t know what (insert noun) to get I got you.,https://www.instagram.com/reel/DF82wujO17l/?igsh=MWd3ZGR4NWRtN3F2eg==,
EDU_0301,EDUCATIONAL,If you storing your (insert noun) in (insert noun) stop what you're doing and watch this video.,https://www.instagram.com/reel/DE0ZdAMpZpp/?igsh=MWlubWdoMTZidGxyZA==,
EDU_0302,EDUCATIONAL,"We spent $ of (insert noun) for our family of #, and this will last us (insert time frame).",https://www.instagram.com/reel/DGPAOVtgP2p/?igsh=cW1sYXI2ajh3b24=,
EDU_0303,EDUCATIONAL,"People always ask me (insert name) (insert fact) (insert question) well, let’s find out.",https://www.instagram.com/reel/DDkR4liv0sV/?igsh=MWNqZGcycDk4Z2c1Zw==,
EDU_0304,EDUCATIONAL,If you’re wondering why when you (insert action) and don’t (insert result). Then proceed to (insert action) and (insert result). It’s because you are not doing this.,https://www.instagram.com/reel/DEbPfOAs0Jj/?igsh=ZXcwZGlzamxiY3J3,
EDU_0305,EDUCATIONAL,"Whatever you do, do not let you (insert person) (insert action).",https://www.instagram.com/reel/DFvEpXyMsWi/?igsh=cjJtZ20zenNhdTh2,
EDU_0306,EDUCATIONAL,I am sick of hearing this word (insert word).,https://www.instagram.com/reel/DGyTRjPs-tM/?igsh=MW02MDcwNXppdDJ6OQ==,
EDU_0307,EDUCATIONAL,It starts off like this…,https://www.instagram.com/reel/DC8xcCbJVSw/?igsh=MWx1YzNobWpud3Qydw==,
EDU_0308,EDUCATIONAL,After (insert time frame) of research here is why I choose (insert noun) and started (insert action).,https://www.instagram.com/reel/DDcNdiARaeE/?igsh=MWdtaTluNHhhemxvbA==,
EDU_0309,EDUCATIONAL,Does your (insert person) (insert action) like this?,https://www.instagram.com/reel/DEKcWm2Ipy-/?igsh=Ym5hcno0NXM2Ymwz,
EDU_0310,EDUCATIONAL,"If you have a (insert person) at home, then (insert action) will dramatically change their (insert noun).",https://www.instagram.com/reel/DGqD6D4hoJq/?igsh=MXJkbG92Mjl1andzbg==,
EDU_0311,EDUCATIONAL,I built this (insert noun) for (insert $).,https://www.instagram.com/reel/DDANx1BxN_O/?igsh=ZzdwODhsdHV4Ymp2,
EDU_0312,EDUCATIONAL,I bought this (insert noun) for (insert $) and let me show you what I did next.,https://www.instagram.com/reel/DIABtwhxH-X/?igsh=MXBjOWx1N2VjbDAzaQ==,
EDU_0313,EDUCATIONAL,In (insert year) the (insert company/person) introduced the (insert noun).,https://www.instagram.com/reel/DIqAW_ARP4Y/?igsh=cXNqaDM5Mjd1eTQw,
EDU_0314,EDUCATIONAL,Here’s the only way I will ever (insert action).,https://www.instagram.com/reel/DIrAzqmhy1k/?igsh=MWIxb2syY2N2Y2dobA==,
EDU_0315,EDUCATIONAL,So I spent (insert $) at (insert store) on my last trip.,https://www.instagram.com/reel/DElNzz_u22g/?igsh=MTFhNXAyNmJucGJq,
EDU_0316,EDUCATIONAL,I turned one (insert noun) into # different (insert noun).,https://www.instagram.com/reel/DFD6TSypE2P/?igsh=NXJ1am00cG94ZnE1,
EDU_0317,EDUCATIONAL,"(insert company) did not sponsor me this year, so here is how to make their (insert noun) at home.",https://www.instagram.com/reel/DCkHvJ1z-al/?igsh=MWs4MHBvdHdvMnFpeA==,
EDU_0318,EDUCATIONAL,"Want a (insert person) who (insert dream result) every time, even when you don’t (insert noun/action).",https://www.instagram.com/reel/DGhCeDQPmKV/?igsh=MWpxNHViZHFkaXVobA==,
EDU_0319,EDUCATIONAL,"It’s (insert noun) season, so let’s make a (insert noun) for your (insert person).",https://www.instagram.com/reel/DISbkqXJ5SD/?igsh=NTRvbzNtYnNtNnN5,
EDU_0320,EDUCATIONAL,Your favorite (insert noun) hacks from (insert year).,https://www.instagram.com/reel/DDprbmqSyib/?igsh=MWFxeTBvbDltN3EyNw==,
EDU_0321,EDUCATIONAL,# years as a (insert occupation) you guys still don’t believe me when I say these things.,https://www.instagram.com/reel/DIAPFYlsfuX/?igsh=MWd4d3ZpaWpodXRpbQ==,
EDU_0322,EDUCATIONAL,It’s wild to think (insert type of stores) still sell (insert noun) for (insert result). But not everyone knows they actually (insert result).,https://www.instagram.com/reel/DFV58iERvGm/?igsh=bmw0eXNhamZzZm54,
EDU_0323,EDUCATIONAL,I am not a DIY guy/girl but I am going to show you how I spent (insert $) to transform my (insert noun).,https://www.instagram.com/reel/DG8vTC4pie4/?igsh=cDI2aWtlc3ljMHZr,
EDU_0324,EDUCATIONAL,3 (insert noun) we do not recommend for the first time (insert noun) owners/users.,https://www.instagram.com/reel/DB34v2osmcT/?igsh=MWdhOGJ6MzZ0aXVmcQ==,
EDU_0325,EDUCATIONAL,How to stop (insert verb).,https://www.instagram.com/reel/C15ByRUp1Rv/?igsh=ZTR6ejYwdWY0YjUx,
EDU_0326,EDUCATIONAL,People keep asking me what to do with (insert noun).,https://www.instagram.com/reel/DHTamvwsQu8/?igsh=MXd6OXU5NDJ4enJxZg==,
EDU_0327,EDUCATIONAL,Does (insert noun) really kill (insert live thing).,https://www.instagram.com/reel/DCvxgmazwDW/?igsh=Y2pjMm1jeWI2MXZz,
EDU_0328,EDUCATIONAL,I am going to show you how to (insert verb) your (insert noun) so they don’t (insert pain point).,https://www.instagram.com/reel/DGWHu_rSbku/?igsh=MWxoMjl1azExZ29qZQ==,
EDU_0329,EDUCATIONAL,# things you should never put in the (insert noun).,https://www.instagram.com/reel/DDxoAs_TciE/?igsh=MWc4anZoZXl0ZTM3ZA==,
EDU_0330,EDUCATIONAL,Almost everyone thinks they know how to (insert action).,https://www.instagram.com/reel/DA9e_qHyahV/?igsh=MW05NGd1bHJ0YnBycw==,
EDU_0331,EDUCATIONAL,Let’s start by mixing (insert noun) and (insert noun) and I am going to give it a good shake. What happens?,https://www.instagram.com/reel/DBU47L9SRQ4/?igsh=MTNyMjBuNDVzc3Z2dA==,
EDU_0332,EDUCATIONAL,Apparently if you…,https://www.instagram.com/reel/DFViUxyuruw/?igsh=MXhldXVhOWk2YmozZw==,
EDU_0333,EDUCATIONAL,Let’s get this brand new (insert noun) (insert action) so we can put it to good use.,https://www.instagram.com/reel/DH3cSc0Rs3X/?igsh=MW4xdnJrNTFoZHh5Zw==,
EDU_0334,EDUCATIONAL,Throw out you (insert noun).,https://www.instagram.com/reel/DCVGFh9yqMK/?igsh=MXIzM3dmMGp6bXk0Ng==,
EDU_0335,EDUCATIONAL,This one mistake can actually kill your (insert living thing).,https://www.instagram.com/reel/DGrhiv8zOQQ/?igsh=aTA5aWNpbGExb21n,
EDU_0336,EDUCATIONAL,This is kind of gross but I had to share.,https://www.instagram.com/reel/DG1lPtBS_Lh/?igsh=Z29oYzkzNXoyamMy,
EDU_0337,EDUCATIONAL,"(insert name), how do you (insert result)?",https://www.instagram.com/reel/DIZzqD9u-cJ/?igsh=NDF2aGFoemQyY2F3,
EDU_0338,EDUCATIONAL,"We are going to text (insert noun), today on how (insert adjective) is it.",https://www.instagram.com/reel/DIRbQ9PvbTm/?igsh=MTB2ZWE5dzRtYjB2Mg==,
EDU_0339,EDUCATIONAL,All you need is a (insert amount) of (insert noun) and you can turn (insert amount) of (insert noun) into,https://www.instagram.com/reel/DH3Kn86stmI/?igsh=MjN5MWZwb3B1dGc3,
EDU_0340,EDUCATIONAL,Here are # (insert noun) that you should never (insert action).,https://www.instagram.com/reel/DG2_ufDxNQJ/?igsh=dHdyNHh6bDducTMw,
EDU_0341,EDUCATIONAL,"If I can’t do it in one step, I am not doing it. This is the #1 most efficient way to (insert verb) (insert noun).",https://www.instagram.com/reel/DCK537Ry9-c/?igsh=MTZndGo0NzBhbDd5ZQ==,
EDU_0342,EDUCATIONAL,When (insert occurrence) you will probably need a better (insert noun) than this.,https://www.instagram.com/reel/DHzjcH2t5Rh/?igsh=NTRjNmo5NGFvczJ6,
EDU_0343,EDUCATIONAL,I found out why (insert noun) wasn’t (insert result). So I am going to tell you what you’re doing wrong.,https://www.instagram.com/reel/DH_Y1jnsjde/?igsh=MnZhZDJqM3BtMDFl,
EDU_0344,EDUCATIONAL,This is the ultimate master trick to (insert result) in just # minutes.,https://www.instagram.com/reel/DHB1amjNDLk/?igsh=NWkxemthMXo5MWU1,
EDU_0345,EDUCATIONAL,Did you know you only need # of ingredients to make (insert noun).,https://www.instagram.com/reel/DEYRmDGRTaU/?igsh=dXc4ZnVjcm5pbWpn,
EDU_0346,EDUCATIONAL,"I am willing to bet, this (insert noun) is older than you.",https://www.instagram.com/reel/DEkn1RAxZur/?igsh=YXhvc3l1aGxiYmIw,
EDU_0347,EDUCATIONAL,Did you know our chicken is dunked in chlorine?,https://www.instagram.com/reel/DGGSGPGOKMa/?igsh=cXFta2FoOGRkMDRz,
EDU_0348,EDUCATIONAL,The viral (insert noun) hack that landed me in (insert news/magazine outlet).,https://www.instagram.com/reel/CzohD-xx_17/?igsh=MTJocjlmaW5vcWEzZg==,
EDU_0349,EDUCATIONAL,I am a # generation (insert title) and I hope this shows you why you should (insert action) when (insert task).,https://www.instagram.com/reel/DFOOvvaxdnT/?igsh=MTM5Z3JyMmU1MWJkcA==,
EDU_0350,EDUCATIONAL,Here are the # (insert noun) items you need to throw in the garbage right now.,https://www.instagram.com/reel/DDgfQ8CqiQA/?igsh=cGw3YXVrYXFhbXpx,
EDU_0351,EDUCATIONAL,"We’re going to see if it’s true, that (insert noun) are so filled with toxins that they don’t burn when you hit them with a blow torch.",https://www.instagram.com/reel/DEn8q3Av5Qw/?igsh=ZjhrcmIxMXhpcGJ0,
EDU_0352,EDUCATIONAL,"Believe it or not, this simple device can prevent (insert pain point), (insert pain point), and (insert pain point).",https://www.instagram.com/reel/C9QruINS4JX/?igsh=MXF2MWd2OWVnZXFqMw==,
EDU_0353,EDUCATIONAL,Here’s why I never use a (insert noun).,https://www.instagram.com/reel/DDK76uDzcV2/?igsh=aWV1cXd1NHp6c2U3,
EDU_0354,EDUCATIONAL,"Did you know you could take a (insert noun) like this, and quick (insert action).",https://www.instagram.com/reel/DHV1A68Rl1I/?igsh=aWl3bml2a2dnenF5,
EDU_0355,EDUCATIONAL,Here are # (insert noun) as a (insert title) I would never own.,https://www.instagram.com/reel/DGOAQp_xX5D/?igsh=dHM1a3NrYXlsMXM1,
EDU_0356,EDUCATIONAL,Want to find out what’s hiding inside one of these (insert noun) when they are not properly maintenanced?,https://www.instagram.com/reel/DD3L0x_yzh5/?igsh=MXV6bWI2bngyeGF5cw==,
EDU_0357,EDUCATIONAL,What I eat in a day on the (insert noun) diet.,https://www.instagram.com/reel/DELePTnSGAD/?igsh=MWVwaHR5dmwwdG9qOQ==,
EDU_0358,EDUCATIONAL,These are # of (insert noun) I would not own as a (insert title).,https://www.instagram.com/reel/DFF6w_INWWc/?igsh=ZXJ3OHp4c3VsbGVy,
EDU_0359,EDUCATIONAL,You should be able to look at her/his (insert noun) and see if come up to her/his (insert noun) here.,https://www.instagram.com/reel/DIj99kYuTk0/?igsh=dGpkamZyMmhvYnF1,
EDU_0360,EDUCATIONAL,"If you see (insert symptom), (insert symptom) especially on a (insert type of noun) you better worry about what’s called (insert name).",https://www.instagram.com/reel/DCkmbAcx2zN/?igsh=MTZkcmIyMHV4bDR4cQ==,
